ID,Type,Arabic_Words,Issues
omw-arb-00326773-v,Synset,"شوْي, شوا",No Arabic definition; No examples
omw-arb-00295563-v,Synset,"شوّش, أفْسد",No Arabic definition; No examples
omw-arb-02527651-v,Synset,"شوّش, أفْسد, تلعْثم",No Arabic definition; No examples
omw-arb-00276373-v,Synset,"شوّش, أزْعج, عكّر",No Arabic definition; No examples
omw-arb-01770501-v,Synset,"شوّش, أقْلق, أرْبك",No Arabic definition; No examples
omw-arb-00520019-v,Synset,"شوّش, أقْلق, أرْبك",No Arabic definition; No examples
omw-arb-01790020-v,Synset,"شوّش, أقْلق, أرْبك",No Arabic definition; No examples
omw-arb-00477941-v,Synset,"شوّه, أفْسد, آذى",No Arabic definition; No examples
omw-arb-00090708-v,Synset,"شوّه, بتر, جدع",No Arabic definition; No examples
omw-arb-00090888-v,Synset,"شوّه, مسخ",No Arabic definition; No examples
omw-arb-00836705-v,Synset,"شوّه, أساء تمْثِيل, حرّف",No Arabic definition; No examples
omw-arb-00017031-v,Synset,"شخر, خرخر, غط",No Arabic definition; No examples
omw-arb-10200781-n,Synset,"شخْص هام, شخْصِيّة بارِزة, شَخْص هَام",No Arabic definition; No examples
omw-arb-00007846-n,Synset,"شخْص, شخْص ما, إِنْسان",No Arabic definition; No examples
omw-arb-10289039-n,Synset,"شخْص, إِنْسان, اِمْرُؤ",No Arabic definition; No examples
omw-arb-10203839-n,Synset,"شخْص, فرْد",No Arabic definition; No examples
omw-arb-10344443-n,Synset,"شخْص مشْهُور, شخْصِيّة, شخْصِيّة بارِزة",No Arabic definition; No examples
omw-arb-10595647-n,Synset,"شخْص مرِيض, مرِيض, مُصاب",No Arabic definition; No examples
omw-arb-09909060-n,Synset,"شخْص غرِيب الأطْوار, شخْص غيْر طبِيعِي",No Arabic definition; No examples
omw-arb-01615925-a,Synset,"شخْصِي, غيْر موْضُوعِي",No Arabic definition; No examples
omw-arb-04617562-n,Synset,شخْصِيّة,No Arabic definition; No examples
omw-arb-04620216-n,Synset,شخْصِيّة,No Arabic definition; No examples
omw-arb-04618781-n,Synset,"شخْصِيّة, ذات",No Arabic definition; No examples
omw-arb-04677716-n,Synset,"شخْصِيّة, شخْصِيّة مظْهرِيّة, صُورة",No Arabic definition; No examples
omw-arb-05929670-n,Synset,"شخْصِيّة رئِيسِيّة, بطل",No Arabic definition; No examples
omw-arb-04424418-n,Synset,شيء,No Arabic definition; No examples
omw-arb-00002452-n,Synset,شيء,No Arabic definition; No examples
omw-arb-07480356-n,Synset,شيء,No Arabic definition; No examples
omw-arb-00034479-n,Synset,شيء,No Arabic definition; No examples
omw-arb-04424218-n,Synset,شيء,No Arabic definition; No examples
omw-arb-03364340-n,Synset,شيء عائِم,No Arabic definition; No examples
omw-arb-05154517-n,Synset,"شيء نافِع, كسْب, نفْع",No Arabic definition; No examples
omw-arb-00021939-n,Synset,"شيْء مصْنُوع, اِصْطِناعِي, صُنْع",No Arabic definition; No examples
omw-arb-00002684-n,Synset,"شيْء, جِسْم, جِسْم فِيزْيائِي",No Arabic definition; No examples
omw-arb-14580897-n,Synset,"شيْء, مادّة",No Arabic definition; No examples
omw-arb-00019128-n,Synset,"شيْء طبِيْعِي, جِسْم طبِيْعِي",No Arabic definition; No examples
omw-arb-03285912-n,Synset,"شيْء مُسيّج, شيْء مُطوّق, تطْوِيق",No Arabic definition; No examples
omw-arb-04753455-n,Synset,"شيْء مُؤكّد, أمْر لا ريْب فِيه, حقِيقة",No Arabic definition; No examples
omw-arb-04783445-n,Synset,شيْء حقِيقِي,No Arabic definition; No examples
omw-arb-06723908-n,Synset,شيْ,No Arabic definition; No examples
omw-arb-07289831-n,Synset,شيْ,No Arabic definition; No examples
omw-arb-10375506-n,Synset,"شيْخ, كبِير سِنّ, مُسِنّ",No Arabic definition; No examples
omw-arb-10162991-n,Synset,"شيْخ, عرِيْف, رئِيْس",No Arabic definition; No examples
omw-arb-10578471-n,Synset,"شيْخ, عضو بمجلس الشيوخ, سناتور",No Arabic definition; No examples
omw-arb-15153787-n,Synset,"شيْخُوخة, هرم, كِبر",No Arabic definition; No examples
omw-arb-09034286-n,Synset,"شهباء, حلب",No Arabic definition; No examples
omw-arb-15211189-n,Synset,"شهر الطير- في ليبيا, أبْرِيل, نيْسان",No Arabic definition; No examples
omw-arb-15210870-n,Synset,"شهر المرِّيخ - في ليبيا, مارِس, شهر المَرِّيخ - في ليبيا",No Arabic definition; No examples
omw-arb-15211806-n,Synset,"شهر الصيْف - في ليبيا, حُزيْران, يُونيو",No Arabic definition; No examples
omw-arb-15210486-n,Synset,"شهر الطير - في ليبيا, شُباط, فِبْراير",No Arabic definition; No examples
omw-arb-03185562-n,Synset,شِعار,No Arabic definition; No examples
omw-arb-06806469-n,Synset,شِعار,No Arabic definition; No examples
omw-arb-05765415-n,Synset,"شِعار, رمْز",No Arabic definition; No examples
omw-arb-07187996-n,Synset,"شِحادة, اِسْتِجْداء, تسوُّل",No Arabic definition; No examples
omw-arb-13772468-n,Synset,"شِحْنة, حِمْل, حُمُوْلة",No Arabic definition; No examples
omw-arb-08760856-n,Synset,"شِبْه جزِيرة إسْكانْدِنافيا, إسْكانْدِنافْيا, سكانْدِينافْيا",No Arabic definition; No examples
omw-arb-13984285-n,Synset,"شِبْه ظُلْمة, ظلام جُزْئِي",No Arabic definition; No examples
omw-arb-01322343-n,Synset,"شِبْل, جرْو",No Arabic definition; No examples
omw-arb-05035353-n,Synset,"شِدّة, حوْل, مقْدِرة",No Arabic definition; No examples
omw-arb-05036394-n,Synset,"شِدّة, كثافة, قُوّة",No Arabic definition; No examples
omw-arb-00965404-n,Synset,"شِدّة, عنْوة, عُنْف",No Arabic definition; No examples
omw-arb-13936939-n,Synset,"شِدّة, أزْمة, ضِيْق",No Arabic definition; No examples
omw-arb-14450540-n,Synset,"شِدّة, ضائِقة, ضنك",No Arabic definition; No examples
omw-arb-09353918-n,Synset,"شِهاب, نيْزك, وَابِل نِيْزَكِي",No Arabic definition; No examples
omw-arb-01170962-n,Synset,"شِجار, عِراك, معْركة",No Arabic definition; No examples
omw-arb-07184391-n,Synset,"شِجار, خِصَام",No Arabic definition; No examples
omw-arb-14621446-n,Synset,"شِقّ, مجْمُوعة, مجْمُوعة كِيميائِيّة",No Arabic definition; No examples
omw-arb-00079018-n,Synset,"شِراء, صفْقة",No Arabic definition; No examples
omw-arb-00081572-n,Synset,شِراء,No Arabic definition; No examples
omw-arb-04127904-n,Synset,شِراع,No Arabic definition; No examples
omw-arb-05333777-n,Synset,شِرْيان,No Arabic definition; No examples
omw-arb-15237782-n,Synset,"شِتاء, فصْل الشِتاء",No Arabic definition; No examples
omw-arb-08720481-n,Synset,"شِيلِي, جُمْهُورِيّة تشِيلِي, تشِيلِي",No Arabic definition; No examples
omw-arb-08912279-n,Synset,شِيراز,No Arabic definition; No examples
omw-arb-09496261-n,Synset,شجاع,No Arabic definition; No examples
omw-arb-12334891-n,Synset,"شجرة الكينا, أُكالِبْتوس, يُوكاليبتوس",No Arabic definition; No examples
omw-arb-08774912-n,Synset,شتُوتغارت,No Arabic definition; No examples
omw-arb-14501726-n,Synset,"شُذُوذ, إِنْحِراف, إِخْتِلاف",No Arabic definition; No examples
omw-arb-02836626-a,Synset,"شُعاعِيّ, إِشْعاعِيّ",No Arabic definition; No examples
omw-arb-05531666-n,Synset,شُعيْبة,No Arabic definition; No examples
omw-arb-07700868-n,Synset,شُعيْريّة,No Arabic definition; No examples
omw-arb-08221348-n,Synset,شُعْبة,No Arabic definition; No examples
omw-arb-08220891-n,Synset,"شُعْبة, فِئة, قِسْم",No Arabic definition; No examples
omw-arb-01940488-n,Synset,"شُعْبة الرِّخْوِيّات, الرِّخْوِيّات",No Arabic definition; No examples
omw-arb-00026192-n,Synset,"شُعُوْر, إِحْساس, عاطِفة",No Arabic definition; No examples
omw-arb-07479926-n,Synset,شُعُور,No Arabic definition; No examples
omw-arb-05651971-n,Synset,"شُعُور, إحْساس, حاسّة",No Arabic definition; No examples
omw-arb-03008275-n,Synset,"شُحْنة, حشْوة",No Arabic definition; No examples
omw-arb-04700496-n,Synset,شُحُوب,No Arabic definition; No examples
omw-arb-04587648-n,Synset,"شُبّاك, نافِذة",No Arabic definition; No examples
omw-arb-04588365-n,Synset,"شُبّاك, نافِذة",No Arabic definition; No examples
omw-arb-00419950-v,Synset,"شُدّ, ضاق, تحمل",No Arabic definition; No examples
omw-arb-00092690-v,Synset,"شُفِي, اِسْتعاد عافِيته, تشافى",No Arabic definition; No examples
omw-arb-00270561-v,Synset,"شُفِي, اِلْتئم, ندِب",No Arabic definition; No examples
omw-arb-00584367-n,Synset,"شُغْل, عمل, وَظِيفَة",No Arabic definition; No examples
omw-arb-00575741-n,Synset,"شُغْل, عمل",No Arabic definition; No examples
omw-arb-00719705-n,Synset,"شُغْل, عمل, مهمّة",No Arabic definition; No examples
omw-arb-00795720-n,Synset,"شُغْل, عمل, مشْرُوع",No Arabic definition; No examples
omw-arb-00582388-n,Synset,"شُغْل, عمل, حِرْفة",No Arabic definition; No examples
omw-arb-03816849-n,Synset,"شُغْل الإِبْرة, تطْرِيز",No Arabic definition; No examples
omw-arb-05983801-n,Synset,"شُغُل شاغِل, شُغُل",No Arabic definition; No examples
omw-arb-14437386-n,Synset,"شُهْرة, اِشْتِهار, صِيت",No Arabic definition; No examples
omw-arb-14438125-n,Synset,"شُهْرة, صِيت, سُمْعة",No Arabic definition; No examples
omw-arb-13112664-n,Synset,شُجيْرة,No Arabic definition; No examples
omw-arb-07228971-n,Synset,شُكْر,No Arabic definition; No examples
omw-arb-05698982-n,Synset,"شُكُوكِيّة, إِلْحاد, إِنْكار",No Arabic definition; No examples
omw-arb-00373130-n,Synset,"شُمُول, شُمُولِيّة, اِشْتِمال",No Arabic definition; No examples
omw-arb-08209687-n,Synset,"شُرْطة, بُولِيس, قُوّات الشُرْطة",No Arabic definition; No examples
omw-arb-10448983-n,Synset,"شُرْطِي, بُولِيس, دركِيّ",No Arabic definition; No examples
omw-arb-02777734-n,Synset,"شُرْفة, بلكُون",No Arabic definition; No examples
omw-arb-05700625-n,Synset,"شُرُود, شُرُود الذِّهْن, ذُهُول",No Arabic definition; No examples
omw-arb-07601999-n,Synset,شُوكُولاتة,No Arabic definition; No examples
omw-arb-07602279-n,Synset,شُوكُولاتة طبْخ,No Arabic definition; No examples
omw-arb-09945319-n,Synset,"شُيُوعِيّ, الشُّيُوعِيّ",No Arabic definition; No examples
omw-arb-06214744-n,Synset,شُيُوعِيّة,No Arabic definition; No examples
omw-arb-08365855-n,Synset,"شُيُوعِيّة, الشِيُوعِيّة",No Arabic definition; No examples
omw-arb-04617289-n,Synset,شيء,No Arabic definition; No examples
omw-arb-09543353-n,Synset,"شيطان, إبليس, ابليس",No Arabic definition; No examples
omw-arb-09083390-n,Synset,شيكاغو,No Arabic definition; No examples
omw-arb-00975902-v,Synset,"ذاع, أعْلن, نشر",No Arabic definition; No examples
omw-arb-00443984-v,Synset,"ذاب, ماع, سال",No Arabic definition; No examples
omw-arb-00446329-v,Synset,"ذاب, اِنْحلّ",No Arabic definition; No examples
omw-arb-05651399-n,Synset,"ذاكِرة, تذكُّر",No Arabic definition; No examples
omw-arb-05760202-n,Synset,"ذاكِرة, تذكُّر",No Arabic definition; No examples
omw-arb-05762149-n,Synset,"ذاكِرة, فِكْر",No Arabic definition; No examples
omw-arb-05935060-n,Synset,ذاكِرة,No Arabic definition; No examples
omw-arb-02194286-v,Synset,"ذاق, تذوُّق, تذوق",No Arabic definition; No examples
omw-arb-02191546-v,Synset,"ذاق, تذوّق, تذوق",No Arabic definition; No examples
omw-arb-05675601-n,Synset,"ذات, أنا, نفْس",No Arabic definition; No examples
omw-arb-02068476-a,Synset,"ذاته, عيْنه, نفْسه",No Arabic definition; No examples
omw-arb-02703289-v,Synset,"ذعن, لان, رقّ",No Arabic definition; No examples
omw-arb-00479176-v,Synset,ذبح,No Arabic definition; No examples
omw-arb-02482425-v,Synset,"ذبح, ذبّح, قتل",No Arabic definition; No examples
omw-arb-01322854-v,Synset,"ذبح, نحر, ذبح الحيوانات",No Arabic definition; No examples
omw-arb-00241689-v,Synset,"ذبل, إِنْكمش, اخشوشن",No Arabic definition; No examples
omw-arb-00076193-r,Synset,"ذهاباً و إِياباً, إِقْبالاً و إِدْباراً, جِيْئةً و  ذهاباً",No Arabic definition; No examples
omw-arb-14638799-n,Synset,"ذهب, العُنْصُر التاسِع والسبْعُون",No Arabic definition; No examples
omw-arb-01192992-v,Synset,"ذهب, مشى, مضى",No Arabic definition; No examples
omw-arb-01935233-v,Synset,"ذهب, مضى, رحل",No Arabic definition; No examples
omw-arb-02008396-v,Synset,"ذهب, اِنْصرف, فارق",No Arabic definition; No examples
omw-arb-02014165-v,Synset,"ذهب, إِنْطلق, اِنْصرف",No Arabic definition; No examples
omw-arb-02015598-v,Synset,"ذهب, غادر, نزح",No Arabic definition; No examples
omw-arb-02653862-v,Synset,"ذهب, أُعْطِي, مُنِح",No Arabic definition; No examples
omw-arb-05617606-n,Synset,ذكاء,No Arabic definition; No examples
omw-arb-05618056-n,Synset,"ذكاء, دِماغ, قُدْرة ذِهْنِيّة",No Arabic definition; No examples
omw-arb-10287213-n,Synset,"ذكر, رجُل",No Arabic definition; No examples
omw-arb-01321230-n,Synset,ذكر,No Arabic definition; No examples
omw-arb-09624168-n,Synset,ذكر,No Arabic definition; No examples
omw-arb-00607780-v,Synset,"ذكر, أعاد, ااِسْتدْعى",No Arabic definition; No examples
omw-arb-01024190-v,Synset,"ذكر, إِسْتشْهد بِـ, إِسْتدْعى",No Arabic definition; No examples
omw-arb-01476685-a,Synset,"ذكرِي, مُذّكّر",No Arabic definition; No examples
omw-arb-00610538-v,Synset,ذكّر,No Arabic definition; No examples
omw-arb-00877848-v,Synset,"ذكّر, لقّن",No Arabic definition; No examples
omw-arb-02063771-v,Synset,"ذلّ, تذلّل, تملّق",No Arabic definition; No examples
omw-arb-00770270-n,Synset,"ذنْب, اِنْتِهاك, جُرْم",No Arabic definition; No examples
omw-arb-13990675-n,Synset,"ذنْب, اِثْم, جُرْم",No Arabic definition; No examples
omw-arb-05599617-n,Synset,ذقْن,No Arabic definition; No examples
omw-arb-06759776-n,Synset,"ذرِيعة, حُجّة, مٌبرِّر",No Arabic definition; No examples
omw-arb-06759349-n,Synset,"ذرِيعة, إدِّعاء, تظاهُر",No Arabic definition; No examples
omw-arb-01376245-v,Synset,"ذرّ, بثّ, نثر",No Arabic definition; No examples
omw-arb-02082690-v,Synset,"ذرّ, بعْثر, بسط",No Arabic definition; No examples
omw-arb-14619225-n,Synset,ذرّة,No Arabic definition; No examples
omw-arb-14585519-n,Synset,"ذرّة, هباءة, جُسيْم",No Arabic definition; No examples
omw-arb-14640756-n,Synset,ذرّة هيْدرُوجِين,No Arabic definition; No examples
omw-arb-00610532-a,Synset,"ذرِّي, نووِي",No Arabic definition; No examples
omw-arb-02884619-a,Synset,ذرِّيّ,No Arabic definition; No examples
omw-arb-02862444-a,Synset,"ذرِّيّ, نووِيّ",No Arabic definition; No examples
omw-arb-01471070-n,Synset,"ذوات العمُود الفقرِي, فقارِيّات, قِحْفِيّات",No Arabic definition; No examples
omw-arb-02370525-n,Synset,ذوات الحافِر,No Arabic definition; No examples
omw-arb-11551211-n,Synset,"ذوات البُذُور, بِذْرِيّات, نباتات بِذْرِيّة",No Arabic definition; No examples
omw-arb-02370806-n,Synset,"ذوات الحوافِر, ذُو حوافِر, حيوان مِن ذوات الحوافٍر",No Arabic definition; No examples
omw-arb-13566535-n,Synset,"ذوبان, إذابة, إسالة",No Arabic definition; No examples
omw-arb-05658226-n,Synset,"ذوْق, طعْم",No Arabic definition; No examples
omw-arb-00882702-n,Synset,"ذوْق, تذوُّق",No Arabic definition; No examples
omw-arb-05715283-n,Synset,"ذوْق, حاسّة الذّوْق, تذوُّق",No Arabic definition; No examples
omw-arb-05749619-n,Synset,"ذوْق, إِدْراك, حصافة",No Arabic definition; No examples
omw-arb-02868916-a,Synset,ذوْقِي,No Arabic definition; No examples
omw-arb-00376106-v,Synset,"ذوّب, أذاب, سال",No Arabic definition; No examples
omw-arb-00447309-v,Synset,"ذوّب, أذاب, حلّ",No Arabic definition; No examples
omw-arb-00446514-v,Synset,"ذوّب, أذاب",No Arabic definition; No examples
omw-arb-02703275-n,Synset,"ذخِيرة, عتاد حرْبِي",No Arabic definition; No examples
omw-arb-13358549-n,Synset,"ذخِيرة, مُذّخرات, وَدِيعَة",No Arabic definition; No examples
omw-arb-02157557-n,Synset,ذيْل,No Arabic definition; No examples
omw-arb-05826914-n,Synset,"ذيْل, أثر, دلِيل",No Arabic definition; No examples
omw-arb-02158846-n,Synset,ذيْل,No Arabic definition; No examples
omw-arb-01328705-v,Synset,"ذيّل, أضاف, ألْحق",No Arabic definition; No examples
omw-arb-00042757-n,Synset,"ذِهاب, مُغادرة, رحِيل",No Arabic definition; No examples
omw-arb-02898750-a,Synset,"ذِهْنِيّ, عقْلِيّ",No Arabic definition; No examples
omw-arb-13396054-n,Synset,"ذِمّة, ديْن, مغْرم",No Arabic definition; No examples
omw-arb-05563770-n,Synset,"ذِراع, عضُد, ساعِد",No Arabic definition; No examples
omw-arb-02190166-n,Synset,ذُبابة,No Arabic definition; No examples
omw-arb-14398067-n,Synset,"ذُهان, اِخْتِلال عقْلِيّ",No Arabic definition; No examples
omw-arb-07510495-n,Synset,ذُهُول,No Arabic definition; No examples
omw-arb-05008227-n,Synset,"ذُكُورة, رُجُولة",No Arabic definition; No examples
omw-arb-14440137-n,Synset,"ذُلّ, عار, صغاْر",No Arabic definition; No examples
omw-arb-08663860-n,Synset,"ذُرْوة, قِمّة, رأْس",No Arabic definition; No examples
omw-arb-13940456-n,Synset,"ذُرْوة, أوْج, قِمّة",No Arabic definition; No examples
omw-arb-10373998-n,Synset,"ذُرْيّة, نسْل, خَلَف",No Arabic definition; No examples
omw-arb-13813765-n,Synset,ذُرّيّة,No Arabic definition; No examples
omw-arb-08101937-n,Synset,"ذُرّيّة, نسْل, سُلالة",No Arabic definition; No examples
omw-arb-04922787-n,Synset,"ذُرِّيّة, نسْل, سلف",No Arabic definition; No examples
omw-arb-02394477-n,Synset,"ذُو حوافِر مُزْدوِج الأصابِع, ذُو حوافِر مِن مُزْدوِجات الأصابِع",No Arabic definition; No examples
omw-arb-03048558-a,Synset,"ذُو حدّيْن, ثُنَائِيَ التَسْمِيَة",No Arabic definition; No examples
omw-arb-02532508-a,Synset,"ذُو دمّ حار, ثابِث الحرارة",No Arabic definition; No examples
omw-arb-02695966-a,Synset,"ذو حبْل ظهْرِي, حبْلِي, حبْلِيّات",No Arabic definition; No examples
omw-arb-13743269-n,Synset,"2, إِثْنان",No Arabic definition; No examples
omw-arb-13754008-n,Synset,"3.14159265358979323846..., بي",No Arabic definition; No examples
omw-arb-06797169-n,Synset,"إشارة, علامة, دلالة",No Arabic definition; No examples
omw-arb-09027089-n,Synset,"إشبيلي, اشبيلي",No Arabic definition; No examples
omw-arb-01253060-n,Synset,"إشْعاع, إنْبِثاق, اِصْدار",No Arabic definition; No examples
omw-arb-07537973-n,Synset,"إضْعاف, تئْبِيط, تئْبِيط هِمّة",No Arabic definition; No examples
omw-arb-00272713-n,Synset,"إضْعاف, إضْعاف المعْنوِيّات, تثْبِيط",No Arabic definition; No examples
omw-arb-00268557-n,Synset,"إعادة تأهِيل, اِصْلاح, تجْدِيد",No Arabic definition; No examples
omw-arb-00897811-n,Synset,"إعادة نظر, مُراجعة, تنْقِيح",No Arabic definition; No examples
omw-arb-06793426-n,Synset,"إعْلان, مُلْصق, مُلْصقة",No Arabic definition; No examples
omw-arb-05772356-n,Synset,"إعْمال الفِكْر, إسْتِنْتاج, تفْكِير",No Arabic definition; No examples
omw-arb-02447793-v,Synset,"إعْتمد, أجاز, أقّرّ",No Arabic definition; No examples
omw-arb-00116376-n,Synset,"إٍعْلاء, رفْع, تعْلٍية",No Arabic definition; No examples
omw-arb-00095502-n,Synset,"إٍعْتاق, إِطْلاق, تحْرِير",No Arabic definition; No examples
omw-arb-00419876-r,Synset,"إٍدْراكِياً, حِسِّي, بِشكْلٍ إدْراكِيّ",No Arabic definition; No examples
omw-arb-00088725-n,Synset,"إٍلْقاء القبْض على, إِعْتِقال, إِيْقاف",No Arabic definition; No examples
omw-arb-01888511-v,Synset,"إٍرْتعد, إِهْتزّ, إِرْتجف",No Arabic definition; No examples
omw-arb-04861486-n,Synset,"إصْرار, عزْم, تصْمِيم",No Arabic definition; No examples
omw-arb-05637558-n,Synset,"إجادة, إِنْجاز, إِتْقان",No Arabic definition; No examples
omw-arb-07502387-n,Synset,"إبْعاد, جفاء, جفْوة",No Arabic definition; No examples
omw-arb-05713524-n,Synset,"إبْصار, حاسّة البصر, بصر",No Arabic definition; No examples
omw-arb-05046659-n,Synset,"إبْكار, تبْكِير",No Arabic definition; No examples
omw-arb-10628222-n,Synset,"إبْن الجنُوب, الجنُوبِي",No Arabic definition; No examples
omw-arb-00859153-v,Synset,"إبْتهج, فرِح",No Arabic definition; No examples
omw-arb-08145553-n,Synset,"إدارة البرِيد المحلِّية, مكْتب البرِيد",No Arabic definition; No examples
omw-arb-15152817-n,Synset,"إدْراك, بُلُوغ, نُضْج",No Arabic definition; No examples
omw-arb-06722453-n,Synset,"إفادة, بيان, قوْل",No Arabic definition; No examples
omw-arb-00927049-v,Synset,"إفْترض, خَمَّنَ",No Arabic definition; No examples
omw-arb-09637013-n,Synset,"إفريقي, افريقي",No Arabic definition; No examples
omw-arb-01225783-n,Synset,"إهانة, اِسْتِخْفاف",No Arabic definition; No examples
omw-arb-05706954-n,Synset,"إهْمال, إِغْفال, إِسْقاط",No Arabic definition; No examples
omw-arb-06876144-n,Synset,"إِشارة, إِيْماءة",No Arabic definition; No examples
omw-arb-01264050-n,Synset,"إِشارة, اِسْتِشارة",No Arabic definition; No examples
omw-arb-01252918-n,Synset,إِشْعاع,No Arabic definition; No examples
omw-arb-11450869-n,Synset,"إِشْعاع كهْرطِيسِي, إِشْعاع كهْربِي مِغْناطيسِي, إِشْعاع كهْرمِغْنطِيسِيّ",No Arabic definition; No examples
omw-arb-02953847-a,Synset,إِشْعاعِيّ,No Arabic definition; No examples
omw-arb-06252138-n,Synset,"إِشْعار, اِتّصال, مُخابرة",No Arabic definition; No examples
omw-arb-04714440-n,Synset,"إِشْمِئْزاز, اِخْتِلاف, عدم التّوافُقِيّة",No Arabic definition; No examples
omw-arb-04701460-n,Synset,"إِشْراق, صفاء, جلاء",No Arabic definition; No examples
omw-arb-04952242-n,Synset,"إِشْراق, سُطُوع",No Arabic definition; No examples
omw-arb-05018103-n,Synset,"إِشْراق, لمعان, سُطُوع",No Arabic definition; No examples
omw-arb-01085793-n,Synset,"إِشْتِراك, اِقْتِسام, مُشاركة",No Arabic definition; No examples
omw-arb-01139194-n,Synset,"إِذْن, إِجازة, رُخْصة",No Arabic definition; No examples
omw-arb-15139432-n,Synset,"إِذْن, إِذْن بِالغِياب, إِجازة",No Arabic definition; No examples
omw-arb-15139130-n,Synset,"إِذْن, إِجازة, اِنْصِراف",No Arabic definition; No examples
omw-arb-13983147-n,Synset,إِضاءة,No Arabic definition; No examples
omw-arb-04951373-n,Synset,"إِضاءة, ضوْء",No Arabic definition; No examples
omw-arb-02679415-n,Synset,إِضافة,No Arabic definition; No examples
omw-arb-00872107-n,Synset,"إِضافة, جمْع, زِيَادَة",No Arabic definition; No examples
omw-arb-05108947-n,Synset,"إِضافة, زِيَادَة",No Arabic definition; No examples
omw-arb-00045907-n,Synset,"إِعادة, إِسْتِرْجاع, اِسْتِرْداد",No Arabic definition; No examples
omw-arb-01018630-n,Synset,"إِعادة, إِرجاع, تِكْرار",No Arabic definition; No examples
omw-arb-00089351-n,Synset,"إِعادة, إِرْجاع, اِسْتِعادة",No Arabic definition; No examples
omw-arb-07342049-n,Synset,"إِعادة, تكْرار",No Arabic definition; No examples
omw-arb-00346296-n,Synset,"إِعادة توْجِيه, تغْيير إِتِّجاه",No Arabic definition; No examples
omw-arb-00079212-n,Synset,"إِعادة شِراء, اِسْتِرْداد",No Arabic definition; No examples
omw-arb-00879271-n,Synset,"إِعادة نظر, فحْص, مراجعة",No Arabic definition; No examples
omw-arb-00087423-n,Synset,"إِعانة, إِعانة مالِيّة, إِعانة حُكُومِيّة",No Arabic definition; No examples
omw-arb-01066163-n,Synset,"إِعاقة, تأخِير",No Arabic definition; No examples
omw-arb-03520811-n,Synset,"إِعاقة, عرْقلة, عائِق",No Arabic definition; No examples
omw-arb-03103815-a,Synset,"إِعلانِي, دِعائِي, ترْوِيْجِي",No Arabic definition; No examples
omw-arb-00090779-n,Synset,"إِعْطاء, إِهْداء, منْح",No Arabic definition; No examples
omw-arb-01086081-n,Synset,"إِعْطاء, عطِيّة, هدِيّة",No Arabic definition; No examples
omw-arb-00243918-n,Synset,"إِعْداد, طبْخ, طهْي",No Arabic definition; No examples
omw-arb-00893955-n,Synset,"إِعْداد, تأهِيل, تدْرِيب",No Arabic definition; No examples
omw-arb-05731779-n,Synset,"إِعْداد, تشْكِيل, تشْكِيلة",No Arabic definition; No examples
omw-arb-14031108-n,Synset,"إِعْداد, جاهِزِيّة, تأهُّب",No Arabic definition; No examples
omw-arb-00216174-n,Synset,"إِعْفاء, عتْق, عزْل",No Arabic definition; No examples
omw-arb-00373544-n,Synset,"إِعْلاء, إِجْلال, تعْظِيم",No Arabic definition; No examples
omw-arb-00033020-n,Synset,"إِعْلام, إِبْلاغ, معْلُومات مُبلّغة",No Arabic definition; No examples
omw-arb-00693780-v,Synset,"إِعْتبر, اِفْترض, رأى",No Arabic definition; No examples
omw-arb-00689344-v,Synset,"إِعْتبر, اِعْتقد, ظنّ",No Arabic definition; No examples
omw-arb-02130300-v,Synset,"إِعْتبر, درس, فحص",No Arabic definition; No examples
omw-arb-00688377-v,Synset,"إِعْتمد, أقْسم, اِتّكل",No Arabic definition; No examples
omw-arb-02664234-v,Synset,"إِعْتمد على, توقّف على",No Arabic definition; No examples
omw-arb-00631737-v,Synset,"إِعْتقد, اِفْترض, حسِب",No Arabic definition; No examples
omw-arb-01068380-v,Synset,"إِعْترض, أنْكر, نفى",No Arabic definition; No examples
omw-arb-00818553-v,Synset,"إِعْترف, أقرّ, أعلن",No Arabic definition; No examples
omw-arb-00818805-v,Synset,"إِعْترف, أقرّ, أقر",No Arabic definition; No examples
omw-arb-00773814-n,Synset,"إِعْتِداء, هُجُوم, مُحاولة اِعْتِداء",No Arabic definition; No examples
omw-arb-05941423-n,Synset,إِعْتِقاد,No Arabic definition; No examples
omw-arb-05726093-n,Synset,"إِعْتِقاد, إِيمان, تصْدِيق",No Arabic definition; No examples
omw-arb-13999663-n,Synset,"إِعْتِقال, اِحْتِجاز, حجْز",No Arabic definition; No examples
omw-arb-06018465-n,Synset,إِحْصاء,No Arabic definition; No examples
omw-arb-00231567-n,Synset,"إِحْباط, إِبْطال, إِسْقاط",No Arabic definition; No examples
omw-arb-00042311-n,Synset,"إِحْداث, تسبُّب, تسْبِيب",No Arabic definition; No examples
omw-arb-05633385-n,Synset,"إِحْداث, إِخْتِراع, اِبْتِكار",No Arabic definition; No examples
omw-arb-00041899-n,Synset,"إِحْراز, أخْذ, اِكْتِساب",No Arabic definition; No examples
omw-arb-00062806-n,Synset,"إِحْراز, حُصُول على, نيْل",No Arabic definition; No examples
omw-arb-05721500-n,Synset,إِحْساس,No Arabic definition; No examples
omw-arb-00876874-n,Synset,"إِحْساس, إِدْراك, حِسّ",No Arabic definition; No examples
omw-arb-05708432-n,Synset,"إِحْساس, إِدْراك",No Arabic definition; No examples
